"1 _ 1",,
"Time","Force","Stroke"
"sec","N","mm"
"4.45","441.7809","0.7418"
"4.46","442.6416","0.7434667"
"4.47","443.5031","0.7451667"
"4.48","444.3661","0.7468"
"4.49","445.2292","0.7484667"
"4.5","446.0923","0.7501333"
"4.51","446.9577","0.7518"
"4.52","447.8192","0.7534333"
"4.53","448.676","0.7551333"
"4.54","449.5263","0.7568"
"4.55","450.3727","0.7584333"
"4.56","451.2175","0.7601333"
"4.57","452.0686","0.7618"
"4.58","452.9301","0.7634667"
"4.59","453.7932","0.7651333"
"4.6","454.6476","0.7668"
"4.61","455.49","0.7684667"
"4.62","456.3212","0.7701333"
"4.63","457.1613","0.7718334"
"4.64","458.01","0.7735"
"4.65","458.8572","0.7751334"
"4.66","459.698","0.7768"
"4.67","460.5421","0.7784667"
"4.68","461.3908","0.7801334"
"4.69","462.234","0.7817667"
"4.7","463.074","0.7834667"
"4.71","463.9149","0.7851334"
"4.72","464.7541","0.7868"
"4.73","465.5925","0.7884667"
"4.74","466.4366","0.7901334"
"4.75","467.2901","0.7918"
"4.76","468.1524","0.7934667"
"4.77","469.0162","0.7951334"
"4.78","469.8817","0.7968"
"4.79","470.748","0.7984667"
"4.8","471.6134","0.8001667"
"4.81","472.4805","0.8018"
"4.82","473.3443","0.8034667"
"4.83","474.205","0.8051333"
"4.84","475.0602","0.8068"
"4.85","475.9208","0.8084667"
"4.86","476.7855","0.8101333"
"4.87","477.6478","0.8118333"
"4.88","478.5045","0.8134667"
"4.89","479.3572","0.8151333"
"4.9","480.206","0.8168"
"4.91","481.0508","0.8184667"
"4.92","481.8988","0.8201333"
"4.93","482.7476","0.8218"
"4.94","483.5963","0.8234667"
"4.95","484.4411","0.8251"
"4.96","485.282","0.8267667"
"4.97","486.1228","0.8284667"
"4.98","486.9612","0.8301667"
"4.99","487.7965","0.8318334"
"5","488.6341","0.8335"
"5.01","489.4765","0.8351333"
"5.02","490.3221","0.8367667"
"5.03","491.1606","0.8384667"
"5.04","491.9902","0.8401334"
"5.05","492.8168","0.8418"
"5.06","493.6472","0.8435"
"5.07","494.4801","0.8451667"
"5.08","495.3186","0.8468"
"5.09","496.1594","0.8484667"
"5.1","497.0042","0.8501334"
"5.11","497.8418","0.8518"
"5.12","498.6684","0.8534667"
"5.13","499.4893","0.8551334"
"5.14","500.3214","0.8568"
"5.15","501.1614","0.8584667"
"5.16","501.9959","0.8601333"
"5.17","502.8184","0.8618"
"5.18","503.6386","0.8634667"
"5.19","504.4627","0.8651333"
"5.2","505.2829","0.8668333"
"5.21","506.0951","0.8684667"
"5.22","506.9097","0.8701333"
"5.23","507.7314","0.8718"
"5.24","508.5516","0.8734667"
"5.25","509.3654","0.8751333"
"5.26","510.184","0.8768"
"5.27","511.0161","0.8785"
"5.28","511.8529","0.8801333"
"5.29","512.6786","0.8818"
"5.3","513.4869","0.8834667"
"5.31","514.2943","0.8851333"
"5.32","515.1113","0.8868"
"5.33","515.9307","0.8884667"
"5.34","516.7429","0.8901333"
"5.35","517.5543","0.8918"
"5.36","518.3745","0.8934667"
"5.37","519.1978","0.8951667"
"5.38","520.0148","0.8968"
"5.39","520.8238","0.8984667"
"5.4","521.6416","0.9001667"
"5.41","522.4657","0.9018"
"5.42","523.2811","0.9034333"
"5.43","524.0894","0.9051334"
"5.44","524.9079","0.9068"
"5.45","525.7344","0.9084667"
"5.46","526.5538","0.9101334"
"5.47","527.366","0.9118333"
"5.48","528.1877","0.9134667"
"5.49","529.023","0.9151334"
"5.5","529.8599","0.9168"
"5.51","530.688","0.9184667"
"5.52","531.5073","0.9201"
"5.53","532.3259","0.9218"
"5.54","533.154","0.9234667"
"5.55","533.9821","0.9251333"
"5.56","534.8031","0.9268"
"5.57","535.6193","0.9284667"
"5.58","536.4267","0.9301333"
"5.59","537.2222","0.9318"
"5.6","538.0162","0.9334667"
"5.61","538.8196","0.9351333"
"5.62","539.6231","0.9368"
"5.63","540.4131","0.9384667"
"5.64","541.1887","0.9401667"
"5.65","541.9596","0.9418"
"5.66","542.7361","0.9434667"
"5.67","543.5157","0.9451333"
"5.68","544.2945","0.9468"
"5.69","545.0702","0.9484667"
"5.7","545.8411","0.9501333"
"5.71","546.604","0.9518"
"5.72","547.359","0.9534667"
"5.73","548.11","0.9551667"
"5.74","548.8626","0.9568"
"5.75","549.6192","0.9584666"
"5.76","550.3694","0.9601334"
"5.77","551.1141","0.9618"
"5.78","551.8604","0.9634667"
"5.79","552.6153","0.9651334"
"5.8","553.3743","0.9668334"
"5.81","554.1364","0.9684667"
"5.82","554.8962","0.9701334"
"5.83","555.652","0.9718"
"5.84","556.4006","0.9734667"
"5.85","557.1461","0.9751334"
"5.86","557.89","0.9768"
"5.87","558.6322","0.9785"
"5.88","559.3793","0.9801334"
"5.89","560.1335","0.9818"
"5.9","560.8868","0.9835"
"5.91","561.6347","0.9851333"
"5.92","562.377","0.9868"
"5.93","563.1216","0.9884667"
"5.94","563.8639","0.9901333"
"5.95","564.6046","0.9918"
"5.96","565.3445","0.9934667"
"5.97","566.0892","0.9951667"
"5.98","566.8362","0.9968"
"5.99","567.584","0.9984667"
"6","568.3287","1.000133"
"6.01","569.0742","1.0018"
"6.02","569.826","1.003433"
"6.03","570.5754","1.005133"
"6.04","571.3169","1.0068"
"6.05","572.052","1.008467"
"6.06","572.7919","1.010167"
"6.07","573.5302","1.011833"
"6.08","574.2629","1.013467"
"6.09","575.0028","1.015133"
"6.1","575.7499","1.016833"
"6.11","576.4897","1.018467"
"6.12","577.2185","1.020133"
"6.13","577.9537","1.0218"
"6.14","578.7007","1.0235"
"6.15","579.4454","1.025133"
"6.16","580.1757","1.026767"
"6.17","580.9077","1.028467"
"6.18","581.65","1.030133"
"6.19","582.3922","1.031767"
"6.2","583.1226","1.033467"
"6.21","583.8529","1.035133"
"6.22","584.5952","1.0368"
"6.23","585.3454","1.038467"
"6.24","586.0901","1.040133"
"6.25","586.8307","1.0418"
"6.26","587.5794","1.043467"
"6.27","588.3423","1.045133"
"6.28","589.1077","1.0468"
"6.29","589.8722","1.048433"
"6.3","590.6447","1.050133"
"6.31","591.418","1.0518"
"6.32","592.1809","1.053467"
"6.33","592.9263","1.055133"
"6.34","593.6726","1.0568"
"6.35","594.4212","1.058467"
"6.36","595.1691","1.0601"
"6.37","595.9113","1.0618"
"6.38","596.6505","1.063467"
"6.39","597.3911","1.065133"
"6.4","598.1295","1.0668"
"6.41","598.863","1.068467"
"6.42","599.5973","1.070133"
"6.43","600.3404","1.071833"
"6.44","601.0842","1.073467"
"6.45","601.8066","1.075133"
"6.46","602.5219","1.0768"
"6.47","603.2443","1.0785"
"6.48","603.9747","1.080133"
"6.49","604.7003","1.0818"
"6.5","605.4203","1.083467"
"6.51","606.1403","1.085167"
"6.52","606.8563","1.0868"
"6.53","607.5684","1.088467"
"6.54","608.2813","1.090133"
"6.55","608.9998","1.091767"
"6.56","609.7158","1.093433"
"6.57","610.4231","1.095133"
"6.58","611.1272","1.0968"
"6.59","611.8345","1.098467"
"6.6","612.5506","1.100167"
"6.61","613.2666","1.1018"
"6.62","613.9763","1.103433"
"6.63","614.6837","1.105133"
"6.64","615.3949","1.1068"
"6.65","616.1054","1.108467"
"6.66","616.8111","1.110133"
"6.67","617.5137","1.111833"
"6.68","618.2217","1.113467"
"6.69","618.9338","1.115133"
"6.7","619.642","1.1168"
"6.71","620.3453","1.118467"
"6.72","621.0526","1.120133"
"6.73","621.7702","1.1218"
"6.74","622.4839","1.123467"
"6.75","623.1761","1.1251"
"6.76","623.8508","1.1268"
"6.77","624.524","1.128467"
"6.78","625.2082","1.130133"
"6.79","625.9005","1.1318"
"6.8","626.5919","1.133467"
"6.81","627.2729","1.135133"
"6.82","627.9532","1.1368"
"6.83","628.6382","1.138467"
"6.84","629.3217","1.140133"
"6.85","630.0028","1.1418"
"6.86","630.6855","1.1435"
"6.87","631.3705","1.145167"
"6.88","632.054","1.1468"
"6.89","632.7335","1.148467"
"6.9","633.4122","1.150133"
"6.91","634.0893","1.1518"
"6.92","634.7617","1.153433"
"6.93","635.4268","1.155133"
"6.94","636.096","1.1568"
"6.95","636.7811","1.158433"
"6.96","637.4741","1.1601"
"6.97","638.1615","1.1618"
"6.98","638.8426","1.163467"
"6.99","639.5276","1.165133"
"7","640.223","1.1668"
"7.01","640.92","1.168467"
"7.02","641.6162","1.1701"
"7.03","642.3132","1.1718"
"7.04","643.0062","1.173467"
"7.05","643.6873","1.175133"
"7.06","644.3612","1.1768"
"7.07","645.0422","1.1785"
"7.08","645.7305","1.180133"
"7.09","646.4163","1.1818"
"7.1","647.095","1.183467"
"7.11","647.7682","1.185133"
"7.12","648.4429","1.186767"
"7.13","649.116","1.188467"
"7.14","649.7852","1.190133"
"7.15","650.448","1.1918"
"7.16","651.1124","1.193467"
"7.17","651.7847","1.195133"
"7.18","652.4539","1.1968"
"7.19","653.1088","1.198467"
"7.2","653.7604","1.200133"
"7.21","654.4137","1.201767"
"7.22","655.0638","1.203467"
"7.23","655.7139","1.205133"
"7.24","656.3727","1.206833"
"7.25","657.0308","1.2085"
"7.26","657.6793","1.210167"
"7.27","658.3286","1.2118"
"7.28","658.989","1.213433"
"7.29","659.6478","1.2151"
"7.3","660.2931","1.2168"
"7.31","660.9297","1.218467"
"7.32","661.5663","1.220133"
"7.33","662.206","1.2218"
"7.34","662.8466","1.223467"
"7.35","663.4927","1.2251"
"7.36","664.1491","1.226767"
"7.37","664.808","1.228467"
"7.38","665.4557","1.230133"
"7.39","666.0883","1.2318"
"7.4","666.7256","1.2335"
"7.41","667.3757","1.235133"
"7.42","668.029","1.2368"
"7.43","668.6791","1.238467"
"7.44","669.3331","1.240133"
"7.45","669.9896","1.2418"
"7.46","670.6381","1.243467"
"7.47","671.2802","1.245167"
"7.48","671.9335","1.2468"
"7.49","672.5979","1.248467"
"7.5","673.2527","1.250133"
"7.51","673.8909","1.2518"
"7.52","674.5243","1.253433"
"7.53","675.1688","1.255133"
"7.54","675.8268","1.2568"
"7.55","676.4761","1.258433"
"7.56","677.1143","1.260133"
"7.57","677.7541","1.2618"
"7.58","678.4002","1.263467"
"7.59","679.0392","1.265133"
"7.6","679.6725","1.2668"
"7.61","680.3107","1.268467"
"7.62","680.9529","1.270133"
"7.63","681.5823","1.271833"
